,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
6742,0,0,0,0,12,0,1,0,2,0,2,2,0,2,2,0,3,49.85,552.1
7073,1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,5069.65
4068,1,0,0,0,53,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2546.85
4408,0,0,1,0,17,1,2,0,0,2,0,0,2,2,0,1,0,75.4,1322.55
6592,1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,0,1,109.7,7898.45
8868,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35
8171,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9
3222,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,628.65
8479,1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2816.65
451,0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,1545.4
3731,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95
9245,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,477.7
4986,0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7
3663,1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15
2763,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.7,260.9
658,1,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,20.35,697.65
5602,0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,5749.8
1855,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1378.45
4620,0,0,1,0,12,1,0,0,2,0,0,2,0,0,0,0,0,54.2,690.5
999,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,69.55,284.9
389,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0
3407,0,0,1,1,29,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2621.75
1476,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3
2240,0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,105.35,7240.65
2386,1,0,0,0,8,1,2,0,0,0,0,0,2,0,0,1,2,59.25,436.6
9436,1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,871.4
992,0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5
4997,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85
3922,1,0,1,1,50,1,0,0,0,0,0,0,0,0,1,1,0,44.8,2230.85
2972,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5
3386,0,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2413.05
8210,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6
9595,1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0
7461,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95
4769,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55,106.2
1293,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5
1824,1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,572.45
2873,1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65
4173,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,41.85
2535,0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,7795.95
9429,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8
1907,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05
42,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25
9799,1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45
368,1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,6962.85
6033,0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,727.8
1151,1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25
1567,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,127.1
6826,1,1,0,0,6,1,0,1,0,0,0,0,2,0,0,1,2,79.7,497.6
6336,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,1,1,56.55,118.25
8719,0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,740.3
8062,1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3,676.35
4160,0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2
4287,0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05
2230,0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,78.35,3211.2
7201,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0
174,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55
1903,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,1399.35
1099,1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85
8421,0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,372.45
3408,0,0,0,0,47,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25
1538,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,330.15
2292,0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35,5893.15
9601,0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65
1363,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05
7481,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2
7109,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3
5260,1,0,0,0,10,1,0,0,0,2,0,0,2,0,0,1,3,59.65,638.95
7310,1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,6529.25
8922,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9
680,0,0,1,1,61,1,0,0,0,0,2,2,2,2,2,1,0,73.8,4616.05
9618,1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,86.05
9466,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,1,48.55,501.0
3664,0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,838.5
1661,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,174.65
508,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85
166,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0
5497,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2
8568,0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0
1006,1,1,1,0,23,1,0,2,1,1,1,1,1,1,1,1,2,20.75,485.2
8621,0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25
1914,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,50.9
3494,0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15
9948,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,7040.85
10066,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,0,75.1,552.95
6916,1,0,1,1,5,1,2,0,2,2,0,2,0,0,0,0,1,64.4,316.9
4990,1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,7053.35
2536,0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45
1104,0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05
3875,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,44.8,176.2
8060,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1742.75
1752,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,4362.05
5310,0,1,1,0,72,1,2,1,2,0,2,2,2,2,2,1,3,109.75,8075.35
5952,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,3,35.9,35.9
7472,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.55,50.55
2916,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1
8394,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,3,85.2,602.55
5754,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,229.7
152,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55
5230,1,0,1,1,68,1,0,1,0,2,2,2,2,2,1,0,1,105.75,7322.5
5679,1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8
3907,1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,3,19.9,791.15
9432,1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,654.85
2552,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,45.45,141.7
2773,0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25
6537,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,2,51.15,1275.7
3551,0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,1884.65
3722,1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15
8456,0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,803.3
520,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,1442.0
8380,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,81.95
9244,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9
4538,0,0,1,1,12,1,2,1,0,2,2,0,0,0,0,1,2,84.5,916.9
6175,1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,2237.55
10325,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,25.15
1822,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2333.85
4086,0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,2215.25
6590,0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,1215.6
9025,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3
7853,0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,1206.05
9089,1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,113.55
309,1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45
4308,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.55,79.55
6942,0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,1127.2
7836,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,788.8
3599,1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2
3622,1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,653.25
3811,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45
6005,0,0,0,0,54,1,0,1,0,0,2,0,2,2,1,1,1,94.1,5060.9
3450,0,0,0,0,67,1,2,0,2,0,2,2,2,2,2,1,3,85.25,5714.2
4591,0,0,1,1,52,1,0,0,0,0,2,0,0,0,1,1,0,50.95,2610.65
205,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85
10160,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4
1135,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65
10229,0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65
2749,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25
3613,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2
305,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,1229.1
1849,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,43.3
8776,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5
9363,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55
1988,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7
3240,0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1900.25
2798,0,0,0,0,43,1,0,2,1,1,1,1,1,1,2,1,0,19.65,779.25
4515,1,1,1,0,10,1,0,1,2,0,0,0,0,0,0,0,2,75.3,720.45
5630,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,109.3
9042,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55
3109,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,392.65
4939,1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3
4059,1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3665.55
1987,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,1329.15
7671,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9
9963,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6
7094,1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,1474.75
383,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85
5634,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9
4307,1,1,0,0,24,1,2,1,0,2,0,0,2,2,0,1,2,101.25,2440.15
3388,1,0,0,0,26,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95
3156,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8
6053,0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,4003.85
10321,1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,2157.95
2727,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,1,20.4,94.5
6797,1,0,0,0,39,1,0,1,2,0,2,0,2,2,2,1,2,100.45,3801.7
6740,1,0,0,0,43,0,1,0,2,0,2,0,0,0,1,1,1,35.2,1463.7
9215,0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,1258.3
10240,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65
6622,1,0,1,0,25,1,2,0,0,0,2,0,0,0,0,0,1,55.55,1405.3
3832,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,284.3
8987,0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25
4776,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.55,19.55
4276,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,280.35
253,1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2633.3
6618,0,0,1,0,59,1,0,2,1,1,1,1,1,1,1,0,3,20.35,1267.0
9903,1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1
7809,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2
278,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95
3252,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3
2480,0,0,0,0,14,1,2,1,0,0,2,0,0,0,0,1,2,80.45,1072.0
289,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4
8373,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,556.35
3075,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,38.45
4073,0,0,1,1,29,1,2,2,1,1,1,1,1,1,2,0,3,26.1,692.55
8141,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.9
6871,0,1,0,0,71,1,2,1,2,2,0,2,2,0,1,1,1,99.65,7181.25
6108,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,1447.9
5089,1,0,0,0,35,1,2,1,2,2,2,2,0,0,0,1,3,96.75,3403.4
6332,0,0,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.35,1358.85
7168,0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2890.65
9399,1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,77.5,1625.0
10033,0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85
8672,1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,135.0
9249,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45
6561,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,3,29.15,110.05
4066,1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,937.6
270,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2
6009,1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,689.75
4570,0,0,0,0,10,1,0,0,0,0,0,2,0,2,0,1,3,60.95,629.55
3576,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,232.35
3565,0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,2096.1
2971,1,0,0,1,19,1,2,2,1,1,1,1,1,1,0,1,1,24.1,439.2
8145,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,91.4,449.75
9053,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.1
4207,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,368.1
3218,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,94.4
1391,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2
3975,1,0,0,1,71,1,2,2,1,1,1,1,1,1,2,0,3,24.35,1654.6
4316,0,0,0,0,32,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85
7182,1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7
7868,1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,2,100.75,2095.0
7977,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9
83,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5
873,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95
9919,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25
8182,0,1,0,0,17,1,0,1,0,2,2,0,2,0,0,1,2,89.15,1496.9
4557,0,0,1,0,71,0,1,0,2,2,2,2,2,2,1,0,0,66.8,4689.15
4500,0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,3,19.9,400.3
4647,0,0,0,0,32,1,2,0,2,0,0,0,2,2,1,0,3,74.75,2282.95
6596,1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,7432.05
7935,1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7
2038,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3
7968,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0
10010,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5
9665,0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4
2450,0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35,461.7
3954,0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,1,3,29.25,226.95
2329,1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,1391.15
9420,0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3
6242,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,19.25
7753,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75
5042,1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35
9667,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.35,89.5
4746,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.25,1728.2
10273,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05
8494,1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,1474.75
6969,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85
7120,1,0,1,0,42,1,2,1,0,2,2,2,0,2,0,1,2,99.45,4138.05
7846,1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,898.35
2401,0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25,512.45
5520,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7
1216,1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,1111.2
8977,0,1,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2967.35
6020,1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,360.55
7363,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,389.1
1064,1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2
3786,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8
4410,1,0,1,0,58,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3563.8
9820,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,69.4
7252,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,5940.85
5523,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35
5996,1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,4374.55
9121,1,0,0,0,17,1,0,1,2,0,0,0,2,2,0,0,2,93.85,1625.65
5888,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1626.4
2161,0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5483.9
3008,0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,2080.1
9011,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1
1105,1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5
9308,1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,866.45
692,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7
8049,0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,305.1
4956,0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95
7078,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85
8752,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3
4369,0,0,0,0,45,1,0,1,2,2,0,0,2,2,1,1,2,100.3,4483.95
2765,1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1
3929,1,0,0,0,9,1,0,0,2,0,2,2,0,2,0,1,0,68.25,576.95
7747,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6
9063,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,79.95
8068,1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,519.15
6865,0,0,1,0,62,1,0,1,2,0,2,2,2,2,1,1,2,104.3,6613.65
628,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25
2451,1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1160.45
7818,1,0,1,0,4,1,0,1,0,0,2,2,0,0,0,1,3,80.6,319.15
8745,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,1,2,30.4,78.65
3824,1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45
9271,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1
2652,0,0,0,0,29,1,2,0,2,0,0,0,0,2,0,1,2,66.1,1912.15
9403,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0
3743,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75
2176,0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4
10227,0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,2,106.25,6979.8
9563,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45
3318,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35
6808,1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,5617.75
2787,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.85,736.8
4105,0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,5623.7
9359,0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3
1676,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2
3947,1,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.8,1563.9
4444,0,0,1,0,70,1,0,0,2,2,2,2,2,2,2,0,1,86.45,5950.2
2936,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25
7143,1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,1301.7
2837,0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,202.25
5722,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45
7969,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85
2503,0,0,0,0,64,1,2,1,0,2,2,2,2,2,2,1,1,110.5,7069.25
10035,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,184.4
2369,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,50.6
4967,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2
5883,1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,3,51.65,524.5
2217,1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3956.7
5847,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,3,44.65,472.25
2218,0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,89.95,2625.55
3326,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3
7223,1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2854.55
3583,1,0,1,1,31,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1825.5
